Dealer_Brand,Dealer_Category,Dealer_State,Dealer_City,Dealer_Pincode,Area_Name,Dealer_Address,FOS_Code,FOS_Name,Static_Mobile,MOBILE_NUMBER,Overall_Txn,Monthly_Avg_txns,DEALER_NAME
Shree Electricals And Home Appliances,Small Appliances,Maharashtra,Pune,411027,Shiotle Nagar Road Near Ganpati Temple,Shop No 1 Indrath Rath Shiotle Nagar Road Near Ganpati Temple  Pune Maharashtra,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,2,1,Shree Electricals And Home Appliances
Ace Kudale Car Private Limited,Car Accessories / Auto Ancillaries,Maharashtra,Pune,411015,VIJAY DARSHAN BUILDING PARVATI DARSHAN SOC NEAR SANI GURUJI ROAD OFF SINGHAD,Vijay Darshan Building Parvati Darshan Soc Near Sani Guruji Road Off Singhad Vijay Darshan Building Parvati Darshan Soc Near Sani Guruji Road Off Singhad  Pune Maharashtra,No Mapping,No Mapping,REMI Model,,4,2,Ace Kudale Car Pvt Ltd
Suman Toy And Gift Verity,Toys,Maharashtra,Pune,411017,RamNagarOppThopteLawns,ShopNo2GroundFloorRahataniGoanRoad RamNagarOppThopteLawns  PUNE MAHARASHTRA,90042100,Anish Kumar Singh,REMI Model,432A2077E34B8EBAB34E394E8A7D97178C6CB8D880329D740B6378878FB19991,4,2,Suman Toy And Gift Verity
Evergreen Mobility,Cycles,Maharashtra,Pune,411043,Dhankawadi Pune Pune Maharashtra,Ground Floor Sr No 301 Plot No 29 Nityanand Society Nityanand Society Dhankawadi Road Opp Baramati Sahkari Bank Limited Dhankawadi Pune Pune Maharashtra  Pune Maharashtra,90041722,Shubham Uttamrao Sunewad,REMI Model,CB387F26632CECE3DC6B9E5F2C2253E57E6E2DABD3333CED6E015894CBEC6C7B,12,3,Evergreen Mobility
Kalpraj Tyres,Tyres,Maharashtra,Pune,411043,PUNE,Sno 182 Pune Satara Road Near Shankar Maharaj Math Dhanakwadi Pune  Pune Maharashtra,90041722,Shubham Uttamrao Sunewad,REMI Model,CB387F26632CECE3DC6B9E5F2C2253E57E6E2DABD3333CED6E015894CBEC6C7B,11,2,Kalpraj Tyres
Carztotal,Car Accessories / Auto Ancillaries,Maharashtra,Pune,411021,PUNE,Shop No 1 Milkat No 1329 1 Bal Tuka Classes Mumbai Banglor Bye Pass Bavdhan Budruk Ta Mulshi Pune  Pune Maharashtra,90043471,Tejas Anil Kumbhar,REMI Model,A5B1DA4AC5B02BFE8B7B3ECED274BDCFDBE3C34D28E07BE3AE2BFC9C5936B8FE,8,2,Carztotal
Shwta Ladies Shopee Varities And Home Appliancespirangut,Small Appliances,Maharashtra,Pune,412115,Pirangut,Near Kartik Mobile Shopee Pirangut  Pune Maharashtra,No Mapping,No Mapping,REMI Model,,0,0,Shwta Ladies Shopee Varities And Home Appliances
Kgenterprises,Apparels,Maharashtra,Pune,412308,Punesaswadroadphursungi,Srno1452112ganeshnagar Punesaswadroadphursungi  PUNE MAHARASHTRA,No Mapping,No Mapping,REMI Model,,0,0,Kg enterprises
Sai Fashions,Apparels,Maharashtra,Pune,411028,HadapsarRoadNearRajashreeElectricalsPuneSolapurRoad,"ShopNo17KamdhenuEstate, HadapsarRoadNearRajashreeElectricalsPuneSolapurRoad  PUNE MAHARASHTRA",90042195,Balaji Raju Chowghule,REMI Model,A7366DD008917402D1D569EE6D84578DE48FAFD6222AF5A34A645542A79EB144,3,1,Sai Fashions
Reliance Trends,LFR,Maharashtra,Pune,411028,AMANORA MALL SHOP NO EB GF 7 GROUND FLOOR HADAPSAR KHARADI BYPASS HADAPSAR PUNE 411028,Amanora Mall Shop No Eb Gf 7 Ground Floor Hadapsar Kharadi Bypass Hadapsar Pune 411028 Amanora Mall Shop No Eb Gf 7 Ground Floor Hadapsar Kharadi Bypass Hadapsar Pune 411028  Pune Maharashtra,90041413,Vijay Kumar,REMI Model,5D853EA41472C7F7DC15EF1F651E48B7BE4E26E4B0D258F44F56B7811F56FCC7,8,2,Reliance Retail Limited 
Sai Enterprises,Small Appliances,Maharashtra,Pune,411038,PL NO56 SNO 89 90 KRUTARTH APARTMENT PAUD ROAD PUNE,Pl No56 Sno 89 90 Krutarth Apartment Paud Road Pune Pl No56 Sno 89 90 Krutarth Apartment Paud Road Pune  Pune Maharashtra,90043471,Tejas Anil Kumbhar,REMI Model,A5B1DA4AC5B02BFE8B7B3ECED274BDCFDBE3C34D28E07BE3AE2BFC9C5936B8FE,2,1,Sai Enterprises
Shivarkar Enterprises,Tyres,Maharashtra,Pune,412307,PUNE,Houses No 402 Near Panmala Pune Nagar Road Wagholi Pune  Pune Maharashtra,90042195,Balaji Raju Chowghule,REMI Model,A7366DD008917402D1D569EE6D84578DE48FAFD6222AF5A34A645542A79EB144,46,5,Shivarkar Enterprises
Indus Health Plus Pvt Ltd,Diagnostics,Maharashtra,Pune,411016,MODEL COLONY PUNE411016,Indus House Pride Port Model Colony Pune411016  Pune Maharashtra,90041413,Vijay Kumar,REMI Model,5D853EA41472C7F7DC15EF1F651E48B7BE4E26E4B0D258F44F56B7811F56FCC7,332,31,Indus Health Plus Pvt Ltd 
Kiran Ratanchand Tyres,Tyres,Maharashtra,Pune,411002,PUNE,989 2 Udyog Bhawan Shukrwar Peth Pune City 411002 Pune  Pune Maharashtra,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,5,1,Kiran Ratanchand Tyres
National Cycle World Nx,Others,Maharashtra,Pune,411047,PUNE,SR NO 278 3A PORWAL ROAD CYCLE SHOWROOM LOHGAON PUNE PUNE  PUNE MAHARASHTRA,90050947,Krushanaa Vaijinath Tikore,REMI Model,FF41C89DA46ED8115C519740A336462AD1808260413A62D68EAA97EE48F5FA83,29,4,National Cycle World 
Mukund Engineers,Small Appliances,Maharashtra,Pune,411002,SUKHWAR PETH,351 B Shukrawar Peth Shivaji Road Pune Sukhwar Peth  Pune Maharashtra,90053317,Sahil Sanjay Tank,Mobile,E45455231503A25D2EAE1F84161E1EB735585A00FD65E593E5095A7BA18C567A,33,4,Mukund Engineers
Ride Studio,Cycles,Maharashtra,Pune,411057,LAXMI CHOWK HINJEWADI,Opp Mauli Krupa Nursery Survey No 33 4 Marunji Hinjawadi Laxmi Chowk Hinjawadi Pune Laxmi Chowk Hinjewadi  Pune Maharashtra,90050947,Krushanaa Vaijinath Tikore,REMI Model,FF41C89DA46ED8115C519740A336462AD1808260413A62D68EAA97EE48F5FA83,94,16,Ride Studio
Deshpande Eye Hospital And Laser Center,Others,Maharashtra,Pune,411038,,NA,90041722,Shubham Uttamrao Sunewad,REMI Model,CB387F26632CECE3DC6B9E5F2C2253E57E6E2DABD3333CED6E015894CBEC6C7B,0,0,Deshpande Eye Hospital And Laser Center
Amp Automotives,Tyres,Maharashtra,Pune,411035,Pune Maharashtra,D V Chambers Old Punemumbai Highway Pune Pune Maharashtra  Pune Maharashtra,90042100,Anish Kumar Singh,REMI Model,432A2077E34B8EBAB34E394E8A7D97178C6CB8D880329D740B6378878FB19991,6,1,Amp Automotives
Pune Exim House,Tyres,Maharashtra,Pune,411027,GAT NO 2347 B 1 3 B SINGH WARE HOUSING OPP TALERA NAGAR NAGAR ROAD WAGHOLI PUNE 411027,Gat No 2347 B 1 3 B Singh Ware Housing Opp Talera Nagar Nagar Road Wagholi Pune 411027 Gat No 2347 B 1 3 B Singh Ware Housing Opp Talera Nagar Nagar Road Wagholi Pune 411027  Pune Maharashtra,90049260,Santosh Mahadeo Puri,Mobile,00A5C4E9D0AA66971071353C22A79009002417F3EDFA75CE8C45E2A84F492737,20,3,Pune Exim House
Schnell,Cycles,Maharashtra,Pune,411009,GRFLOOR 178 C PARVATI PUNE PUNE MAHARASHTRA,Grfloor 178 C Parvati Pune Pune Maharashtra Grfloor 178 C Parvati Pune Pune Maharashtra  Pune Maharashtra,2014796-D,Pulkit Jain_D,Mobile,,16,2,The Shelar Cycles
Optical Town,Eyewear,Maharashtra,Pune,411011,KARANDE CHOWK OPP KUMBHARE HOSPITAL RASTA PETH,Shop No 1 Ground Floor Sri Gururaja Niwas C T S No 219 Karande Chowk Karande Chowk Opp Kumbhare Hospital Rasta Peth  Pune Maharashtra,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,34,4,Optical Town
Shobhana Enterprises,Small Appliances,Maharashtra,Pune,411051,SHOP NO 28 VIJAYA CHEMBERS SINHGAD ROAD OPP STATE BANK OF INDIA HINGANE KHURD VITTHALWADI HAVWLI PUN,Shop No 28 Vijaya Chembers Sinhgad Road Opp State Bank Of India Hingane Khurd Vitthalwadi Havwli Pun Shop No 28 Vijaya Chembers Sinhgad Road Opp State Bank Of India Hingane Khurd Vitthalwadi Havwli Pun  Pune Maharashtra,90041722,Shubham Uttamrao Sunewad,REMI Model,CB387F26632CECE3DC6B9E5F2C2253E57E6E2DABD3333CED6E015894CBEC6C7B,24,3,Shobhana Enterprises
Mahadev Car Accessories,Car Accessories / Auto Ancillaries,Maharashtra,Pune,411033,CHINCHWAD Pune Maharashtra,Ground Floor Shop No13 Shubham Complex Chinchwad Raod Old Jakat Naka Chinchwad Pune Maharashtra  Pune Maharashtra,90050245,Mayank Yawar,Mobile,E1C22811F1CB38B109A2E54C72FE0FF670B6CC01A8BB9C967765C86CFA8A05FB,23,3,Mahadev Car Accessories
Bhandaris Car Style,Car Accessories / Auto Ancillaries,Maharashtra,Pune,411004,OPPOSITE HOTEL CENTRAL PARK 1206B 32 SHOP 10 SUYASHI APARTMENTS DECCAN GYMKHANA PUNE,Opposite Hotel Central Park 1206B 32 Shop 10 Suyashi Apartments Deccan Gymkhana Pune Opposite Hotel Central Park 1206B 32 Shop 10 Suyashi Apartments Deccan Gymkhana Pune  Pune Maharashtra,90050324,Bhushan Mahadev Sonagre,REMI Model,4B046609ECA467CBC9C3A2F9CD3E5BBED48846A762869594605FFDB50F89BF34,6,2,Bhandaris Car Style
Pantaloons,LFR,Maharashtra,Pune,411007,SECTOR 1 BLDG ASN 1611 WESTEND MALL NEAR PARIHAR CHOWK PUNE,Sector 1 Bldg Asn 1611 Westend Mall Near Parihar Chowk Pune Sector 1 Bldg Asn 1611 Westend Mall Near Parihar Chowk Pune  Pune Maharashtra,90050324,Bhushan Mahadev Sonagre,REMI Model,4B046609ECA467CBC9C3A2F9CD3E5BBED48846A762869594605FFDB50F89BF34,7,2,Aditya Birla Fashion & Retail Limited 
Sanman Motors,Car Accessories / Auto Ancillaries,Maharashtra,Pune,411046,PUNE,Office No 1 Kanchan Nagri Katraj Pune Pune  Pune Maharashtra,90041722,Shubham Uttamrao Sunewad,REMI Model,CB387F26632CECE3DC6B9E5F2C2253E57E6E2DABD3333CED6E015894CBEC6C7B,14,2,Sanman Motors
Titan,Watches,Maharashtra,Pune,411018,PUNE JAY HIND STORE MIDC PIMPRI COLONY PIMPRI CHINCHWAD PUNE MAHARASHTRA,Shop No 5 And 21 Ground Floor Kohinoor World Tower Old Mumbai Rd Opposite Pune Jay Hind Store Midc Pimpri Colony Pimpri Chinchwad Pune Maharashtra  Pune Maharashtra,90042100,Anish Kumar Singh,REMI Model,432A2077E34B8EBAB34E394E8A7D97178C6CB8D880329D740B6378878FB19991,1,1,Titan Company Limited
Reliance Smart,LFR,Maharashtra,Pune,413102,IDC BARMATI 413133,Subhadra Mall Plot No P 60 Bhigwan Road Baramati M Idc Barmati 413133  Pune Maharashtra,90041722,Shubham Uttamrao Sunewad,REMI Model,CB387F26632CECE3DC6B9E5F2C2253E57E6E2DABD3333CED6E015894CBEC6C7B,2,2,Reliance Retail Limited 
Nishaad Music House,Musical Instruments,Maharashtra,Pune,411038,"DPRoad,DamodarVilla,RahulNagar,Kothrud,Pune,MaharashtraPin-411038India","shopNo2BakareheightsoppshivajiMaharajstatuenexttopulsemedicalKothrudPune411038 DPRoad,DamodarVilla,RahulNagar,Kothrud,Pune,MaharashtraPin-411038India  PUNE MAHARASHTRA",90041722,Shubham Uttamrao Sunewad,REMI Model,CB387F26632CECE3DC6B9E5F2C2253E57E6E2DABD3333CED6E015894CBEC6C7B,2,1,Nishaad Music House
3m Car Care,Car Accessories / Auto Ancillaries,Maharashtra,Pune,411018,S NO 10 RAMA EQUATOR MARAWADI CHOWK PIMPRI PUNE 411018,S No 10 Rama Equator Marawadi Chowk Pimpri Pune 411018 S No 10 Rama Equator Marawadi Chowk Pimpri Pune 411018  Pune Maharashtra,No Mapping,No Mapping,REMI Model,,1,1,Artisan Ventures
Dhanshree Cycle Shopi,Cycles,Maharashtra,Pune,411021,PUNE,Ground Floor Survy No 130 Cavina Baner Pashan Link Road Pashan Pune Pune  Pune Maharashtra,90043471,Tejas Anil Kumbhar,REMI Model,A5B1DA4AC5B02BFE8B7B3ECED274BDCFDBE3C34D28E07BE3AE2BFC9C5936B8FE,4,1,Dhanshree Cycle Shopi
Spykar,Apparels,Maharashtra,Pune,411013,PUNE,Spykar Store Shop No F31 First Floor Seasons Mall Magarpatta City Hadapsar Pune 411013 Pune  Pune Maharashtra,90041413,Vijay Kumar,REMI Model,5D853EA41472C7F7DC15EF1F651E48B7BE4E26E4B0D258F44F56B7811F56FCC7,2,1,Spykar Lifestyles Pvt Ltd
Vaibhav Car Accessories And Auto Glasses,Car Accessories / Auto Ancillaries,Maharashtra,Pune,411014,PLATINUM CLASSIC,Shop No 11 Plot 1 2 3 Platinum Classic Kharadi Pune Platinum Classic  Pune Maharashtra,90042195,Balaji Raju Chowghule,REMI Model,A7366DD008917402D1D569EE6D84578DE48FAFD6222AF5A34A645542A79EB144,5,3,Vaibhav Car Accessories And Auto Glasses
Shreyan Tyres,Tyres,Maharashtra,Pune,411028,PUNE,Lan No 5 Higane Mala Sasane Nagar Vaidwadi By Pass Road Hadpasar Pune Pune  Pune Maharashtra,90041413,Vijay Kumar,REMI Model,5D853EA41472C7F7DC15EF1F651E48B7BE4E26E4B0D258F44F56B7811F56FCC7,23,3,Shreyan Tyres
Shiv Samarth Cng Center,Remi Gas Kit,Maharashtra,Pune,410501,PUNE,Ground Floor M No 3185 Near Vishal Dhaba Kohinoor Center Pune Nasik Highway Chakan Pune  Pune Maharashtra,90050947,Krushanaa Vaijinath Tikore,REMI Model,FF41C89DA46ED8115C519740A336462AD1808260413A62D68EAA97EE48F5FA83,7,2,Shiv Samarth Cng Center
Kothari Auto Wheels Private Limited,Others,Maharashtra,Pune,411013,,NA,90042195,Balaji Raju Chowghule,REMI Model,A7366DD008917402D1D569EE6D84578DE48FAFD6222AF5A34A645542A79EB144,63,13,Kothari Auto Wheels Private Limited
Shri Ganesh Tyres,Tyres,Maharashtra,Pune,411037,RAJIV GANDHI NAGAR S NO 661 4 NEAR UPPER LAST BUS STOP BIBEWADI,Rajiv Gandhi Nagar S No 661 4 Near Upper Last Bus Stop Bibewadi Rajiv Gandhi Nagar S No 661 4 Near Upper Last Bus Stop Bibewadi  Pune Maharashtra,90040613,Akash Dabade,Mobile,0B45CE46E9E46FAF2E45423E00DAA9EC82CC0ED392B50638F1CBC68C029A7130,160,16,Shri Ganesh Tyres
Siddhi Speaker,Musical Instruments,Maharashtra,Pune,411002,PUNE,Ram Sukh Vidut Budhwar Peth Pune Pune  Pune Maharashtra,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,14,2,Siddhi Speaker
Pantaloons,LFR,Maharashtra,Pune,411001,PUNE,Pantaloons Sgs Mall 231 Moledina Road Camp Pune 411001 Pune  Pune Maharashtra,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,13,3,Aditya Birla Fashion & Retail Limited 
Pantaloons,LFR,Maharashtra,Pune,411035,PUNE,Pantaloons Woman Shop No 1 S98 Hissa 1 7 Plot No 5 Paud Road Pune Maharashtra 411035 Pune  Pune Maharashtra,90043471,Tejas Anil Kumbhar,REMI Model,A5B1DA4AC5B02BFE8B7B3ECED274BDCFDBE3C34D28E07BE3AE2BFC9C5936B8FE,3,1,Aditya Birla Fashion & Retail Limited  
Delux Infotech,Others,Maharashtra,Pune,411051,OppSantoshHallLaneNo4,ShopNo5SrNo18/3/1VitthalHeights OppSantoshHallLaneNo4  PUNE MAHARASHTRA,90041722,Shubham Uttamrao Sunewad,REMI Model,CB387F26632CECE3DC6B9E5F2C2253E57E6E2DABD3333CED6E015894CBEC6C7B,32,4,Delux Infotech
Laxmi Tyre,Tyres,Maharashtra,Pune,411043,SHOP NO B 2 OMKAR PARK B BUILDING S NO 33 RAJENDRA SOSA JAVAL DHANKWADI HAVELI PUNE 411043,Shop No B 2 Omkar Park B Building S No 33 Rajendra Sosa Javal Dhankwadi Haveli Pune 411043 Shop No B 2 Omkar Park B Building S No 33 Rajendra Sosa Javal Dhankwadi Haveli Pune 411043  Pune Maharashtra,90040613,Akash Dabade,Mobile,0B45CE46E9E46FAF2E45423E00DAA9EC82CC0ED392B50638F1CBC68C029A7130,53,6,Laxmi Tyre
Surana Shopee,Cycles,Maharashtra,Pune,411011,GANESH ROAD,13 Kasba Peth Ganesh Road Pune Ganesh Road  Pune Maharashtra,90053317,Sahil Sanjay Tank,Mobile,E45455231503A25D2EAE1F84161E1EB735585A00FD65E593E5095A7BA18C567A,24,3,Surana Shopee
Shree Krishna Agencies,Cycles,Maharashtra,Pune,412308,FURSUNGI Pune Maharashtra,S No 211 Shop Numbar 8 Sidhi Complex Bhekrai Nagar Fursungi Pune Maharashtra  Pune Maharashtra,90041413,Vijay Kumar,REMI Model,5D853EA41472C7F7DC15EF1F651E48B7BE4E26E4B0D258F44F56B7811F56FCC7,34,5,Shree Krishna Agencies
Advait Tyres,Tyres,Maharashtra,Pune,411009,SR NO 42 1 2 B SHOP NO 10 VRUSHALI APARTMENT SANT NAGAR ROAD TAVRE COLONY PARVATI PUNE,Sr No 42 1 2 B Shop No 10 Vrushali Apartment Sant Nagar Road Tavre Colony Parvati Pune Sr No 42 1 2 B Shop No 10 Vrushali Apartment Sant Nagar Road Tavre Colony Parvati Pune  Pune Maharashtra,90041413,Vijay Kumar,REMI Model,5D853EA41472C7F7DC15EF1F651E48B7BE4E26E4B0D258F44F56B7811F56FCC7,4,2,Advait Tyres
Livguard,Power Backup,Maharashtra,Pune,412210,SHIRUR,New Marketyards Gala No Shirur Pune Shirur  Pune Maharashtra,90050947,Krushanaa Vaijinath Tikore,REMI Model,FF41C89DA46ED8115C519740A336462AD1808260413A62D68EAA97EE48F5FA83,4,2,Sai Battery
Reliance Smart,LFR,Maharashtra,Pune,411040,ILDING OFF PUNE SOLAPUR ROAD OPPOSITE TO HDFC BANK FATIMA NAGAR WA,Reliance Hypermart Ltd Survey No 15 Tain Square Bu Ilding Off Pune Solapur Road Opposite To Hdfc Bank Fatima Nagar Wa  Pune Maharashtra,90041413,Vijay Kumar,REMI Model,5D853EA41472C7F7DC15EF1F651E48B7BE4E26E4B0D258F44F56B7811F56FCC7,6,2,Reliance Retail Limited 
Laxmi Enterprises,Car Accessories / Auto Ancillaries,Maharashtra,Pune,411048,S NO 25 TUKARAM WAREHOUSE GODOWN NO 5 NEAR HP PETROL PUMP SOMJI STOP KONDHWA RD AMBEDKAR,S No 25 Tukaram Warehouse Godown No 5 Near Hp Petrol Pump Somji Stop Kondhwa Rd Ambedkar S No 25 Tukaram Warehouse Godown No 5 Near Hp Petrol Pump Somji Stop Kondhwa Rd Ambedkar  Pune Maharashtra,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,4,2,Laxmi Enterprises
Car Studio,Car Accessories / Auto Ancillaries,Maharashtra,Pune,411038,PUNE,Survey No 46 1 More Vidyalaya Chowk Poud Road Car Studio Erandwane Pune Pune  Pune Maharashtra,90043471,Tejas Anil Kumbhar,REMI Model,A5B1DA4AC5B02BFE8B7B3ECED274BDCFDBE3C34D28E07BE3AE2BFC9C5936B8FE,6,2,Car Studio 
Exide,Power Backup,Maharashtra,Pune,412210,PUNE,Milkat No 1139 Shop No 12 New Market Yard Shirur Road Shirur Pune Pune  Pune Maharashtra,90050947,Krushanaa Vaijinath Tikore,REMI Model,FF41C89DA46ED8115C519740A336462AD1808260413A62D68EAA97EE48F5FA83,27,7,Sujeet Battery And Services 
New Badde Batriespune,Power Backup,Maharashtra,Pune,411028,Vitthal Nagar Hadapsar,Shop No1 Pune Solapur Road Vitthal Nagar Hadapsar  Pune Maharashtra,90041413,Vijay Kumar,REMI Model,5D853EA41472C7F7DC15EF1F651E48B7BE4E26E4B0D258F44F56B7811F56FCC7,4,2,New Badde Batriespune
Good Year,Tyres,Maharashtra,Pune,411028,SAINATH COLONY NEAR SHITAL GARAGE,Sainath Colony Near Shital Garage Sainath Colony Near Shital Garage  Pune Maharashtra,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,11,2,Tyre Master
Sunny Sanjay Sancheti,Others,Maharashtra,Pune,411009,,NA,90041722,Shubham Uttamrao Sunewad,REMI Model,CB387F26632CECE3DC6B9E5F2C2253E57E6E2DABD3333CED6E015894CBEC6C7B,0,0,Sunny Sanjay Sancheti
Siddharth Enterprises,Others,Maharashtra,Pune,411061,NEWALE WASTI CHIKALI,GAT NO 1125 NEWALE WASTI CHIKALI  PUNE MAHARASHTRA,90042100,Anish Kumar Singh,REMI Model,432A2077E34B8EBAB34E394E8A7D97178C6CB8D880329D740B6378878FB19991,0,0,Siddharth Enterprises
Reliance Trends,LFR,Maharashtra,Pune,411033,ANCHOR BLOCK WEST CTS NO 4270 ELPRO COMPOUND CHINCHWAD GAONPUNE,Tx18Rrl Trends Elpro Pune Reliance Retail Limited Elpro City Square Mall Anchor Block West Cts No 4270 Elpro Compound Chinchwad Gaonpune  Pune Maharashtra,90042100,Anish Kumar Singh,REMI Model,432A2077E34B8EBAB34E394E8A7D97178C6CB8D880329D740B6378878FB19991,2,1,Reliance Retail Limited 
Ganesh Home Appliances Steel And Crockery,Small Appliances,Maharashtra,Pune,411019,CHINCHWAD Pune Maharashtra,Plot No 1 B Shop No 2 J J Group Sector No 19 Koyana Nagar Chinchwad Pune Maharashtra  Pune Maharashtra,90042100,Anish Kumar Singh,REMI Model,432A2077E34B8EBAB34E394E8A7D97178C6CB8D880329D740B6378878FB19991,3,1,Ganesh Home Appliances Steel And Crockery
Shree Krishna Tyres,Tyres,Maharashtra,Pune,411062,NIGADTALAWADE ROAD PIMPRI CHINCHWAD PUNE,Gat No468 Ground Floor Shree Krishna Tyres Nigadtalawade Road Pimpri Chinchwad Pune  Pune Maharashtra,90041457,Afroj Mastan Shaikh,Mobile,9D0ACE5F027065DBAB56B2C4769206997AA74AFECD8EE102E9D8AAB01A254F53,118,11,Shree Krishna Tyres
The Eastern Tyre Company,Tyres,Maharashtra,Pune,411001,EAST STREET,14 East Street Camp East Street  Pune Maharashtra,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,5,1,The Eastern Tyres Company
Sanjay B Tupetupe Tyres,Tyres,Maharashtra,Pune,411028,HADAPSAR Pune Maharashtra,Gadital Sr No 263 Nr Agarwal Sweets Pune Solapur Rd Hadapsar Pune Maharashtra  Pune Maharashtra,90041413,Vijay Kumar,REMI Model,5D853EA41472C7F7DC15EF1F651E48B7BE4E26E4B0D258F44F56B7811F56FCC7,6,1,Sanjay B Tupetupe Tyres
Titan,Watches,Maharashtra,Pune,411007,PLEXUS MALL,Ground Floor Plexus Mall Iti Road Opp Ozone Ward No 8 Pushpak Park Aundh Plexus Mall  Pune Maharashtra,90050324,Bhushan Mahadev Sonagre,REMI Model,4B046609ECA467CBC9C3A2F9CD3E5BBED48846A762869594605FFDB50F89BF34,38,4,Titan Company Limited
Sagar Enterprises,Tyres,Maharashtra,Pune,411048,NEAR SHEETAL PETROL PUMP KONDHWA KHURD,Shop No 7 Mayur Pankh Near Sheetal Petrol Pump Kondhwa Khurd Pune 411048 Near Sheetal Petrol Pump Kondhwa Khurd  Pune Maharashtra,90050139,Ramesh Vasantrao Masal,Mobile,5F839A7BE699169F51F0C25FCF2FDD961FDF9DF6CAE576E20BCD01E14A751EC7,39,4,Sagar Enterprises
Darshan Tyres,Tyres,Maharashtra,Pune,411045,SUBDERBAN COMPLEX,Shop No 1 2 3 Signet Corner Subderban Complex Baner Balewadi Road Pune 411045 Subderban Complex  Pune Maharashtra,No Mapping,No Mapping,Mobile,,7,4,Darshan Tyres
Sidra Enterprises,Small Appliances,Maharashtra,Pune,411028,PUNE,Sno 74 Lane No 13B Sayyed Nagar Handewadi Road Hadapsar Pune Pune  Pune Maharashtra,90050122,Priyanka Sudhakar Bharti,Mobile,40B79F9284833A4E09FDDCDCBA089960A81278B4BB093368EC1DCE79B91D81FC,27,3,Sidra Enterprises
Prabhat Tyres,Tyres,Maharashtra,Pune,411038,KOTHRUD INDUSTRIAL ESTATE,17 B 13 Kothrud Industrial Estate Kothrud Pune Kothrud Industrial Estate  Pune Maharashtra,90043198,Salman Shafi Shaikh,Mobile,14285DAF71DEB8B7ACA506CA36C88EEA71125032E959ABE6FD9BC8820B715FC4,52,6,Prabhat Tyres
Informatics Business Services,Others,Maharashtra,Pune,410401,NearSBIBank,ShopNo2And3KuckrejaBlg NearSBIBank  PUNE MAHARASHTRA,90042100,Anish Kumar Singh,REMI Model,432A2077E34B8EBAB34E394E8A7D97178C6CB8D880329D740B6378878FB19991,2,1,Informatics Business Services
Smart Bazaar,LFR,Maharashtra,Pune,411042,AHARASHTRA,Cts 42 43 Shankar Seth Road Gultekdi Pune 411042 M Aharashtra  Pune Maharashtra,90049256,Sarang Awate,REMI Model,975FD11FEA5A9107A9A2FF0183A34A54518AC70523D7684D6C32A086819D591E,17,3,Reliance Retail Limited 
Global Computer Services,Others,Maharashtra,Pune,411046,NEARKATRAJDAIRY,REDACTED_POSSIBLE_SECRET_ACCESS_KEY NEARKATRAJDAIRY  PUNE MAHARASHTRA,90042195,Balaji Raju Chowghule,REMI Model,A7366DD008917402D1D569EE6D84578DE48FAFD6222AF5A34A645542A79EB144,5,2,Global Computer Services
Helios,Watches,Maharashtra,Pune,411057,,Unit G45 Phoenix Millennium Survey No 132 23 Wakad   Pune Maharashtra,90050947,Krushanaa Vaijinath Tikore,REMI Model,FF41C89DA46ED8115C519740A336462AD1808260413A62D68EAA97EE48F5FA83,7,2,Titan Company Ltd
Surana Cycles,Cycles,Maharashtra,Pune,411002,PHADKE HAUD,743 Budhwar Peth Opp Singh Hero Honda Pune Phadke Haud  Pune Maharashtra,90053317,Sahil Sanjay Tank,Mobile,E45455231503A25D2EAE1F84161E1EB735585A00FD65E593E5095A7BA18C567A,86,8,Surana Cycles
Twist Cycles Shop And Service,Cycles,Maharashtra,Pune,411057,PUNE,Shop Nom 17 Jm Plaza Alard Collage Mulshi Pune Pune  Pune Maharashtra,90050947,Krushanaa Vaijinath Tikore,REMI Model,FF41C89DA46ED8115C519740A336462AD1808260413A62D68EAA97EE48F5FA83,11,2,Twist Cycles Shop And Service
B U BHANDARI AUTO PVT LTD,Vehicle Care / Servicing,Maharashtra,Pune,411057,,NA,90043471,Tejas Anil Kumbhar,REMI Model,A5B1DA4AC5B02BFE8B7B3ECED274BDCFDBE3C34D28E07BE3AE2BFC9C5936B8FE,0,0,B U BHANDARI AUTO PVT LTD
